mp_id,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,formation_energy (eV/atom),energy_above_hull (eV/atom),band_gap (eV),A_site,B_site,X_site
mp-9130,Cr1 Sb1 S3,3.64237683,8.85576533,12.90915925,90.0,90.0,90.0,ortho,Pnma,-0.785111498,0.0,0.0,Cr,Sb,S
mp-15236,Cr1 Sb1 Se3,3.82541442,9.32794413,13.52534271,90.0,90.0,90.0,ortho,Pnma,-0.68635182,0.0,0.0,Cr,Sb,Se
mp-3779,Cr1 Si1 Te3,8.259897013,8.25989776,8.259897444,48.84663891,48.84663822,48.84664312,trig,R-3,-0.438944072,0.0,0.0,Cr,Si,Te
mp-1183695,Cr1 Tc1 O3,3.892618,3.892618,3.892618,90.0,90.0,90.0,cubic,Pm-3m,-1.40032656,0.630481439,0.0,Cr,Tc,O
mp-1226283,Cr1 W1 O3,4.84608559,4.84608559,4.846085245,86.69283229,86.69283229,86.69284859,trig,R3,-1.388721045,0.726917571,0.8863,Cr,W,O
mp-505212,Cs3 Au1 O1,7.85221889,7.852218079,7.08932365,90.0,90.0,119.9999991,hex_,P6_3/mmc,-0.871697987,0.0,1.3261,Au,O,Cs
mp-1205638,Cs3 Br1 O1,7.841265711,7.841265711,7.12849225,90.0,90.0,119.9999987,hex_,P6_3/mmc,-1.553112871,0.0,1.5515,Br,O,Cs
mp-562420,Cs3 Cl1 O1,4.44156614,9.55407043,16.43001581,90.0,90.0,90.0,ortho,Pnma,-1.61428236,0.001736147,1.6128,Cl,O,Cs
mp-1206444,Cs3 I1 O1,8.115433731,8.115433731,7.2073345,90.0,90.0,120.0000019,hex_,P6_3/mmc,-1.456766823,0.0,1.5285,I,O,Cs
mp-1183923,Cs1 Ac1 O3,4.870277,4.870277,4.870277,90.0,90.0,90.0,cubic,Pm-3m,-2.188665903,0.220435035,0.0,Cs,Ac,O
mp-1399321,Cs1 Ag1 Br3,5.497825,5.494482,5.494832419,89.94623729,90.0,90.0,ortho,Amm2,-1.238915519,0.0,0.0,Cs,Ag,Br
mp-1946459,Cs1 Ag1 Br3,5.41674293,5.420254857,5.421173363,90.01879224,90.0,90.0,cubic,Pm-3m,-1.236417299,0.00249822,0.0,Cs,Ag,Br
mp-998344,Cs1 Ag1 Br3,5.494832832,5.497825358,5.494481653,89.97403467,89.94622685,89.94686603,mono,Pm,-1.238895725,1.98e-05,0.0,Cs,Ag,Br
mp-28610,Cs1 Ag1 Cl3,7.26308157,7.26308194,7.367583412,119.5239302,119.5239311,90.01406476,tet,I4/mmm,-1.262984392,0.0,0.0,Cs,Ag,Cl
mp-561920,Cs1 Ag1 F3,6.253492187,6.25349198,6.253492716,91.29504521,119.255156,119.2551389,tet,I4/mcm,-2.066297088,0.0,0.0,Cs,Ag,F
mp-1189272,Cs1 Al1 Te3,14.12703173,7.28206706,8.296571453,76.08096223,90.0,90.0,mono,P2_1/c,-0.806369902,0.0,1.3209,Cs,Al,Te
mp-1178465,Cs1 As1 O3,5.041437671,5.041437671,9.994093,90.0,90.0,119.9999957,trig,P-31m,-1.789989023,0.100516557,2.192,Cs,As,O
mp-1183911,Cs1 As1 O3,4.075589,4.075589,4.075589,90.0,90.0,90.0,cubic,Pm-3m,-1.127853798,0.762651782,0.0,Cs,As,O
mp-776093,Cs1 As1 O3,5.33191898,6.05643105,11.77973995,90.0,90.0,90.0,ortho,Pbcm,-1.890505581,0.0,2.8702,Cs,As,O
mp-1112987,Cs1 Au1 Br3,5.47254,5.47254,5.47254,90.0,90.0,90.0,cubic,Pm-3m,-1.167613115,0.053059759,0.0,Cs,Au,Br
mp-569548,Cs1 Au1 Br3,7.810130999,7.810131921,7.958570721,119.384907,119.3849062,89.99999244,tet,I4/mmm,-1.220672874,0.0,0.653,Cs,Au,Br
mp-23026,Cs1 Au1 Cl3,5.206833,5.206833,5.206833,90.0,90.0,90.0,cubic,Pm-3m,-1.125408411,0.070643344,0.0,Cs,Au,Cl
mp-23484,Cs1 Au1 Cl3,7.46498905,7.464989609,7.615689598,119.3475383,119.347547,90.00000305,tet,I4/mmm,-1.196051755,0.0,0.5386,Cs,Au,Cl
mp-1112985,Cs1 Au1 F3,4.567677,4.567677,4.567677,90.0,90.0,90.0,cubic,Pm-3m,-1.816648375,0.104128091,0.0,Cs,Au,F
mp-28453,Cs1 Au1 I3,8.39381681,8.393815879,8.526452143,119.4867412,119.4867451,89.9999958,tet,I4/mmm,-0.947759205,0.0,0.7337,Cs,Au,I
mp-1185548,Cs1 Au1 O3,4.289972,4.289972,4.289972,90.0,90.0,90.0,cubic,Pm-3m,-0.461654869,0.448214524,0.0,Cs,Au,O
mp-567913,Cs1 Au1 Se3,6.592005256,7.695256202,7.732700027,81.02189656,68.63364999,64.64449123,mono,C2/c,-0.582583462,0.0,1.0527,Cs,Au,Se
mp-573358,Cs1 B1 Se3,6.206779423,7.702960693,12.95795499,90.0,90.0,106.8241571,mono,P2_1/c,-0.85585178,0.0,1.7167,Cs,B,Se
mp-1096925,Cs1 Ba1 I3,5.27736676,10.58078051,18.51071733,90.0,90.0,90.0,ortho,Pnma,-1.924319006,0.0,3.6259,Cs,Ba,I
mp-1183934,Cs1 Ba1 O3,5.030816,5.030816,5.030816,90.0,90.0,90.0,cubic,Pm-3m,-1.309891839,0.48376279,0.0,Cs,Ba,O
mp-1017555,Cs1 Be1 F3,4.035341,4.035341,4.035341,90.0,90.0,90.0,cubic,Pm-3m,-2.744806804,0.662552306,5.3671,Cs,Be,F
mp-12262,Cs1 Be1 F3,4.84401504,6.00417243,12.51777016,90.0,90.0,90.0,ortho,Pnma,-3.40735911,0.0,6.6443,Cs,Be,F
mp-24341,Cs1 Be1 H3,5.070669727,5.91286537,7.806349522,90.0,108.863848,90.0,mono,P2_1/m,-0.206082487,0.0,3.2298,Cs,Be,H
mp-983578,Cs1 Bi1 O3,4.417567,4.417567,4.417567,90.0,90.0,90.0,cubic,Pm-3m,-1.364035567,0.040554781,0.0,Cs,Bi,O
mp-28873,Cs1 Br1 O3,4.639254737,4.639254476,4.639254038,88.72505696,88.72504892,88.72505622,trig,R3m,-1.060823022,0.0,4.1681,Cs,Br,O
mp-30056,Cs1 Ca1 Br3,5.70866573,5.70866573,5.70866573,90.0,90.0,90.0,cubic,Pm-3m,-2.305878949,0.0,4.3923,Cs,Ca,Br
mp-1096927,Cs1 Ca1 Cl3,5.461912202,5.462038323,5.464458317,89.97426593,90.03123415,89.9763329,tet,P4mm,-2.5359783,0.00029149,5.3473,Cs,Ca,Cl
mp-1097916,Cs1 Ca1 Cl3,5.420258544,5.417338051,5.416346016,90.00570167,89.97678313,90.0130572,cubic,Pm-3m,-2.536158057,0.000111732,5.3331,Cs,Ca,Cl
mp-1206863,Cs1 Ca1 Cl3,7.667754568,7.667754568,7.667754568,120.3564945,120.3564945,89.38363448,tet,I4/mcm,-2.536269789,0.0,5.2834,Cs,Ca,Cl
mp-7104,Cs1 Ca1 F3,4.52053103,4.52053103,4.52053103,90.0,90.0,90.0,cubic,Pm-3m,-3.719104391,0.0,6.9005,Cs,Ca,F
mp-644203,Cs1 Ca1 H3,4.621186,4.621186,4.621186,90.0,90.0,90.0,cubic,Pm-3m,-0.497071647,0.012165698,3.1408,Cs,Ca,H
mp-1213688,Cs1 Ca1 I3,8.57588159,8.78260577,12.28814489,90.0,90.0,90.0,ortho,Pnma,-1.832852939,0.01000114,3.9817,Cs,Ca,I
mp-998333,Cs1 Ca1 I3,6.234632616,6.234632616,6.231499104,89.99261412,89.99261412,89.99760864,mono,Cm,-1.822051397,0.020802681,3.7149,Cs,Ca,I
mp-998428,Cs1 Ca1 I3,4.72814982,10.71713597,17.79891735,90.0,90.0,90.0,ortho,Pnma,-1.842854078,0.0,3.8335,Cs,Ca,I
mp-984240,Cs1 Ca1 O3,4.684888,4.684888,4.684888,90.0,90.0,90.0,cubic,Pm-3m,-1.484954129,0.426448184,0.0,Cs,Ca,O
mp-541899,Cs1 Cd1 Br3,7.75054773,7.750548518,6.75925007,90.0,90.0,120.0000011,hex_,P6_3/mmc,-1.587328574,0.0,2.901,Cs,Cd,Br
mp-570231,Cs1 Cd1 Br3,5.53006949,5.53006949,5.53006949,90.0,90.0,90.0,cubic,Pm-3m,-1.554653347,0.032675227,0.6968,Cs,Cd,Br
mp-568544,Cs1 Cd1 Cl3,5.26440167,5.26440167,5.26440167,90.0,90.0,90.0,cubic,Pm-3m,-1.703087444,0.002633956,1.7462,Cs,Cd,Cl
mp-619015,Cs1 Cd1 Cl3,7.466469158,7.466416524,18.57527651,90.0000612,89.99979472,119.9998571,hex_,P6_3/mmc,-1.7057214,0.0,2.4918,Cs,Cd,Cl
mp-8399,Cs1 Cd1 F3,4.48681068,4.48681068,4.48681068,90.0,90.0,90.0,cubic,Pm-3m,-2.699160898,0.0,3.2859,Cs,Cd,F
mp-1183925,Cs1 Cd1 O3,4.541019,4.541019,4.541019,90.0,90.0,90.0,cubic,Pm-3m,-0.692486813,0.434968282,0.0,Cs,Cd,O
mp-754202,Cs1 Cl1 O3,4.726173,6.573452,6.812806,90.0,90.0,90.0,ortho,Pmn2_1,-1.149441791,0.071620678,5.1356,Cs,Cl,O
mp-760386,Cs1 Cl1 O3,4.790057835,4.790057835,4.790058042,85.84492341,85.84492341,85.84493363,trig,R3m,-1.152901003,0.068161466,5.4658,Cs,Cl,O
mp-779389,Cs1 Cl1 O3,6.150975,5.212698,7.843003736,69.89401204,90.0,90.0,mono,P2_1/m,-1.156170774,0.064891695,5.5682,Cs,Cl,O
mp-504708,Cs1 Co1 Cl3,7.256539238,7.256705054,5.987522457,90.00539652,89.99469254,120.0071627,hex_,P6_3/mmc,-1.516769419,0.0,0.0,Cs,Co,Cl
mp-556943,Cs1 Co1 F3,8.251573328,8.275965296,8.275997537,43.90358649,43.98164898,43.98177423,trig,R-3m,-2.499315602,0.10126451,0.0,Cs,Co,F
mp-27179,Cs1 Cr1 Br3,7.759907602,7.759907602,6.492639,90.0,90.0,119.9999966,hex_,P6_3mc,-1.451976833,0.066703009,0.0,Cs,Cr,Br
mp-29616,Cs1 Cr1 Cl3,6.259593661,7.25528116,7.290849812,119.8385769,88.50767167,89.99987157,mono,C2/m,-1.723779723,0.0,0.1533,Cs,Cr,Cl
mp-570326,Cs1 Cr1 Cl3,7.395088804,7.395088804,6.173242,90.0,90.0,120.0000072,hex_,P6_3/mmc,-1.643944287,0.079835436,0.0,Cs,Cr,Cl
mp-610955,Cs1 Cr1 Cl3,7.383772755,7.383772755,6.190735,90.0,90.0,120.0000068,hex_,P6_3mc,-1.643625237,0.080154486,0.0,Cs,Cr,Cl
mp-1172893,Cs1 Cr1 I3,6.825858,11.019183,16.494567,90.0,90.0,90.0,ortho,Cmcm,-0.539946151,0.553264324,0.0,Cs,Cr,I
mp-27259,Cs1 Cr1 I3,8.258842019,8.258842019,6.919918,90.0,90.0,120.0000002,hex_,P6_3/mmc,-1.03401266,0.059197816,0.0,Cs,Cr,I
mp-580597,Cs1 Cr1 I3,7.044584,8.287951,14.112466,90.0,90.0,90.0,ortho,Pbcn,-1.036640898,0.056569577,0.0,Cs,Cr,I
mp-27336,Cs1 Cu1 Br3,7.469930645,7.469930645,12.73041553,90.0,90.0,117.9697667,ortho,C222_1,-1.251351334,0.0,0.3736,Cs,Cu,Br
mp-23032,Cs1 Cu1 Cl3,7.283517815,7.282651012,18.18519688,89.99983664,89.99982198,119.9995444,hex_,P6_122,-1.334073815,0.0,0.5494,Cs,Cu,Cl
mp-2456411,Cs1 Cu1 Cl3,7.446860574,7.272837264,6.479774826,89.07892484,91.92712137,120.7840915,mono,C2/c,-1.331328479,0.002745336,0.5123,Cs,Cu,Cl
mp-567366,Cs1 Cu1 Cl3,7.311310697,7.311310697,6.030537,90.0,90.0,120.0000063,hex_,P6_3mc,-1.301529483,0.032544332,0.0,Cs,Cu,Cl
mp-675287,Cs1 Cu1 Cl3,7.308069764,7.308069764,6.012731,90.0,90.0,119.9999979,hex_,P6_3/mmc,-1.284851673,0.049222142,0.0,Cs,Cu,Cl
mp-1079040,Cs1 Dy1 Br3,8.017402,8.017402,5.729822,90.0,90.0,90.0,tet,P4/mbm,-1.927368261,0.095302017,0.0,Cs,Dy,Br
mp-644483,Ti3 Sn1 H1,4.16614803,4.16665784,4.16499926,90.0,90.0,90.0,cubic,Pm-3m,-0.433976838,0.0,0.0,Sn,H,Ti
mp-4563,Ti3 Tl1 C1,4.24420109,4.24421542,4.24420006,90.0,90.0,90.0,cubic,Pm-3m,-0.439373448,0.017583368,0.0,Tl,C,Ti
mp-9964,Ti3 Tl1 N1,4.214039,4.214039,4.214039,90.0,90.0,90.0,cubic,Pm-3m,-0.845159385,0.036445007,0.0,Tl,N,Ti
mp-1014257,Ti3 Zn1 N1,5.538218553,5.538218553,8.29981295,90.0,90.0,147.8391702,ortho,Cmcm,-0.971155427,0.0,0.0,Zn,N,Ti
mp-1217033,Ti1 Al3 Ge1,4.005305,4.005305,10.591062,90.0,90.0,90.0,tet,P4mm,-0.146581512,0.172040723,0.0,Ti,Ge,Al
mp-1248327,Ti1 Al1 O3,5.497894588,5.49449102,12.001781,89.99892428,89.99927647,119.871933,ortho,Cmcm,-3.127591599,0.237403722,0.0,Ti,Al,O
mp-1341716,Ti1 Al1 O3,5.488500495,5.488500495,12.039816,90.0,90.0,120.000006,hex_,P6_3cm,-3.103699614,0.261295707,0.0,Ti,Al,O
mp-1405134,Ti1 Al1 O3,3.180333102,3.180333102,12.059897,90.0,90.0,119.9999813,hex_,P6_3/mmc,-3.107073007,0.257922315,0.0,Ti,Al,O
mp-1475723,Ti1 Al1 O3,3.860804,3.860804,3.860804,90.0,90.0,90.0,cubic,Pm-3m,-2.369078754,0.995916568,0.0,Ti,Al,O
mp-774520,Ti1 Al1 O3,5.439791859,5.439791859,5.439791714,53.9898891,53.9898891,53.98988548,trig,R-3,-3.298947952,0.06604737,0.0,Ti,Al,O
mp-9716,Ti1 B1 O3,5.6866017,5.6866017,5.686601237,48.84993591,48.84993591,48.84993889,trig,R-3c,-3.000503655,0.07640892,0.0,Ti,B,O
mp-1187465,Ti1 Be1 O3,3.388902,3.388902,3.388902,90.0,90.0,90.0,cubic,Pm-3m,-2.312304959,1.033670633,0.0,Ti,Be,O
mp-1016846,Ti1 Cd1 O3,3.886978,3.886978,3.886978,90.0,90.0,90.0,cubic,Pm-3m,-2.473224928,0.198236043,0.0,Ti,Cd,O
mp-1101047,Ti1 Cd1 O3,5.399254452,17.55765384,2.999421886,96.56141878,89.98172708,79.78244496,tri,P1,-1.556925791,1.11453518,0.0,Ti,Cd,O
mp-1179263,Ti1 Cd1 O3,3.852382,7.067657,9.41505,90.0,90.0,90.0,ortho,Pmc2_1,-2.451394827,0.220066144,1.4505,Ti,Cd,O
mp-1179551,Ti1 Cd1 O3,17.91460995,6.832166367,9.313683588,131.5244066,155.3696142,30.30583296,tri,P-1,-2.505527915,0.165933056,2.7764,Ti,Cd,O
mp-13641,Ti1 Cd1 O3,5.823052726,5.823053588,5.823052171,53.69843079,53.69841846,53.69841719,trig,R-3,-2.671460971,0.0,2.9057,Ti,Cd,O
mp-14550,Ti1 Cd1 O3,5.369678,5.486639,7.718095,90.0,90.0,90.0,ortho,Pnma,-2.628918342,0.042542629,2.1213,Ti,Cd,O
mp-20940,Ti1 Cd1 O3,5.400747,5.523009,7.692163,90.0,90.0,90.0,ortho,Pmc2_1,-2.631892803,0.039568167,2.4636,Ti,Cd,O
mp-22345,Ti1 Cd1 O3,4.09528,4.09528,4.09528,90.0,90.0,90.0,cubic,Pm-3m,-0.663174754,2.008286217,0.0,Ti,Cd,O
mp-5052,Ti1 Cd1 O3,5.31246054,5.42898714,7.64691644,90.0,90.0,90.0,ortho,Pna2_1,-2.632716397,0.038744574,2.4156,Ti,Cd,O
mp-1179381,Ti1 Co1 O3,11.60702256,5.835899165,5.549275341,117.6860924,138.4654033,43.43633441,tri,P-1,-2.495839099,0.129342192,2.2549,Ti,Co,O
mp-19424,Ti1 Co1 O3,5.455201438,5.454490871,5.455229502,55.22301684,55.20988828,55.2119534,trig,R-3,-2.622026583,0.003154708,0.0,Ti,Co,O
mp-755606,Ti1 Cr1 O3,5.118034,5.393204,7.614145,90.0,90.0,90.0,ortho,Pnma,-2.774804166,0.118891695,0.4277,Ti,Cr,O
mp-756083,Ti1 Cr1 O3,5.209415,5.232513861,14.20909848,92.12796905,90.620491,119.6975122,tri,P1,-2.769969235,0.123726626,0.0,Ti,Cr,O
mp-1147748,Ti1 Cu1 O3,4.013939,4.013939,3.777672,90.0,90.0,90.0,tet,P4/mmm,-2.22870451,0.253246739,0.0,Ti,Cu,O
mp-1187469,Ti1 Cu1 O3,3.850773,3.850773,3.850773,90.0,90.0,90.0,cubic,Pm-3m,-1.936134508,0.545816741,0.0,Ti,Cu,O
mp-1206985,Ti1 Fe3 N1,3.738023,3.738023,3.738023,90.0,90.0,90.0,cubic,Pm-3m,-0.3396113,0.418833782,0.0,Ti,N,Fe
mp-1179354,Ti1 Fe1 O3,12.02535833,6.051838675,6.173596397,127.2761978,145.3382901,39.49498585,tri,P-1,-2.654464014,0.075248779,2.5901,Ti,Fe,O
mp-1277107,Ti1 Fe1 O3,5.130769391,5.554206937,8.954461721,106.2221753,89.46683158,115.5815896,tri,P-1,-2.729712793,0.0,2.2487,Ti,Fe,O
mp-19074,Ti1 Fe1 O3,2.920566,5.011858594,7.256845,90.0,90.0,106.939728,ortho,Cmcm,-2.606594367,0.123118426,1.6437,Ti,Fe,O
mp-19270,Ti1 Fe1 O3,5.421784203,5.421782928,5.421792388,56.01553175,56.01550788,56.01556114,trig,R3c,-2.697939043,0.03177375,2.0522,Ti,Fe,O
mp-19417,Ti1 Fe1 O3,5.442621798,5.442617915,5.442627718,55.71719058,55.71717239,55.71721465,trig,R-3,-2.717671578,0.012041215,2.7436,Ti,Fe,O
mp-20073,Ti1 Fe1 O3,5.232802,5.291059,7.540401,90.0,90.0,90.0,ortho,Pnma,-2.65788644,0.071826353,1.5848,Ti,Fe,O
mp-694948,Ti1 Fe1 O3,5.600984767,5.632906611,44.21122087,54.84026442,55.32774308,54.40483414,tri,P1,-2.014351317,0.715361475,0.0,Ti,Fe,O
mp-780260,Ti1 Ge1 O3,7.081934908,7.081934908,7.081934588,41.73268927,41.73268927,41.73269531,trig,R-3,-2.683055855,0.068774116,1.1349,Ti,Ge,O
mp-1105715,Ti1 Ge1 S3,3.47928158,9.11405508,13.69769828,90.0,90.0,90.0,ortho,Pnma,-1.180468272,0.0,0.3237,Ti,Ge,S
mp-1016842,Ti1 Hg1 O3,3.921312,3.921312,3.921312,90.0,90.0,90.0,cubic,Pm-3m,-2.118964534,0.23989173,0.0,Ti,Hg,O
mp-7607,Ti1 Hg1 O3,5.446532724,5.446532724,5.577510371,60.77382908,60.77382908,59.9999912,trig,R-3c,-2.250372007,0.108484257,1.0936,Ti,Hg,O
mp-19082,Ti1 Mn1 O3,5.575393352,5.575393558,5.575393013,54.84196489,54.84195498,54.84195199,trig,R-3,-2.954604056,0.0,2.0049,Ti,Mn,O
mp-19376,Ti1 Mn1 O3,5.481156187,5.481155542,5.481156426,56.35558947,56.35559275,56.35558907,trig,R3c,-2.918284944,0.036319112,1.7772,Ti,Mn,O
mp-2234285,Ti1 Mn1 O3,10.43801587,3.297898927,6.746369484,118.7066924,145.6178822,62.13521833,mono,C2/m,-2.755133414,0.199470642,1.3274,Ti,Mn,O
mp-556925,Ti1 Mn1 O3,5.205898,5.398427,7.561347,90.0,90.0,90.00006486,ortho,Pnma,-2.894614254,0.059989802,1.5326,Ti,Mn,O
mp-697089,Ti1 Mn1 O3,10.20861305,3.1023779,6.350027253,115.9211377,146.4003857,63.89917404,tri,P-1,-2.091326442,0.863277614,0.0,Ti,Mn,O
mp-743867,Ti1 Mn1 O3,3.271871,5.957034626,6.173221757,100.5993646,105.3099801,92.30158368,tri,P-1,-2.754191661,0.200412395,1.2289,Ti,Mn,O
mp-1246065,Ti1 Mo1 N3,10.52231057,5.085708066,10.0011437,132.2965973,109.8770841,104.1578716,tri,P-1,-0.867467869,0.113343383,0.0,Ti,Mo,N
mp-1216784,Ti1 Mo1 S3,3.276855,6.157155,8.74822668,74.75831358,90.0,90.0,mono,P2_1/m,-1.367651138,0.041086733,0.0,Ti,Mo,S
mp-18732,Ti1 Ni1 O3,5.41866629,5.418698845,5.418672895,55.29147001,55.29143615,55.29128464,trig,R-3,-2.596717667,0.0,0.0,Ti,Ni,O
mp-531689,Ti1 Ni1 O3,5.50517938,5.499397713,33.01173662,55.03462497,54.94943479,54.94504403,tri,P1,-2.580777558,0.015940109,1.4963,Ti,Ni,O
mp-675030,Ti1 Ni1 O3,5.503347,9.02318311,9.025730456,68.39944746,84.67834924,84.88082678,tri,P1,-2.576398636,0.02031903,2.3354,Ti,Ni,O
mp-690546,Ti1 Ni1 O3,5.012767111,5.422443761,12.47200758,93.13921939,90.20380297,117.3371832,tri,P1,-2.578309968,0.018407698,2.2715,Ti,Ni,O
mp-698587,Ti1 Ni1 O3,5.062602,5.489297899,21.01008739,94.29600298,89.87375336,117.3619654,tri,P1,-2.576704853,0.020012814,1.7082,Ti,Ni,O
mp-850194,Ti1 Ni1 O3,5.443177577,5.443178871,5.44317851,54.71926988,54.71928209,54.71897245,trig,R3c,-2.582765522,0.013952145,0.0,Ti,Ni,O
mp-989613,Ti1 P1 N3,5.054459861,5.054459861,2.83485,90.0,90.0,116.1500652,ortho,Amm2,-1.026880931,0.030168741,0.5282,Ti,P,N
mp-989624,Ti1 P1 N3,6.369055156,6.369055156,4.960984612,81.45446686,81.45446686,85.57015415,mono,C2/c,-1.057049673,0.0,0.5396,Ti,P,N
mp-1106215,Ti1 Pb1 O3,3.791365266,9.009651605,9.011379207,87.46602168,77.85201053,77.86351118,tet,I4/m,-2.725037469,0.005552317,2.316,Ti,Pb,O
mp-19845,Ti1 Pb1 O3,3.969049,3.969049,3.969049,90.0,90.0,90.0,cubic,Pm-3m,-2.68936804,0.041221746,1.585,Ti,Pb,O
mp-20459,Ti1 Pb1 O3,3.8795519,3.8795519,4.28588762,90.0,90.0,90.0,tet,P4mm,-2.730589786,0.0,1.813,Ti,Pb,O
mp-996940,Ti1 Re1 N3,5.575193106,5.575193106,5.57519244,54.48762034,54.48762034,54.48761985,trig,R3c,-0.719383345,0.081409654,0.0,Ti,Re,N
mp-1018639,Ti1 Sn1 O3,3.950731,3.950731,3.950731,90.0,90.0,90.0,cubic,Pm-3m,-2.596588785,0.160125448,1.0452,Ti,Sn,O
mp-754246,Ti1 Sn1 O3,7.595236879,7.595236881,7.595237497,39.10563751,39.10563897,39.10563893,trig,R-3,-2.754611474,0.002102759,1.1086,Ti,Sn,O
mp-1187488,Ti1 Te1 O3,3.96247,3.96247,3.96247,90.0,90.0,90.0,cubic,Pm-3m,-1.954392125,0.598959147,0.0,Ti,Te,O
mp-1216763,Ti1 V1 O3,5.04364651,5.541768605,5.043644669,117.0682451,120.0011923,62.93141434,trig,R3c,-3.029616558,0.0,0.0,Ti,V,O
mp-753428,Ti1 V1 O3,5.150667,5.552054711,7.621710655,83.97212827,89.78397071,89.88745281,tri,P1,-2.941060314,0.088556244,0.0,Ti,V,O
mp-755657,Ti1 V1 O3,5.485694758,5.486356486,5.486138244,55.53961709,55.53771498,55.53513502,trig,R-3,-3.00020874,0.029407818,0.0,Ti,V,O
mp-1246544,Ti1 W1 N3,5.38318786,8.070725084,9.44759355,82.96032964,120.9576666,109.2194843,tri,P-1,-0.755483834,0.300235536,0.0,Ti,W,N
mp-1016927,Ti1 Zn1 O3,3.843088,3.843088,3.843088,90.0,90.0,90.0,cubic,Pm-3m,-2.28407524,0.537117677,0.0,Ti,Zn,O
mp-1078470,Ti1 Zn1 O3,5.517323487,5.517323487,5.517323383,55.54717601,55.54717601,55.54717864,trig,R3c,-2.765818801,0.055374116,2.828,Ti,Zn,O
mp-1343137,Ti1 Zn1 O3,5.145792,5.283548,7.569575,90.0,90.0,90.0,ortho,Pnma,-2.717008285,0.104184632,0.0,Ti,Zn,O
mp-14142,Ti1 Zn1 O3,5.550590565,5.550590565,5.550590796,55.03777136,55.03777136,55.03776657,trig,R-3,-2.792557588,0.028635329,3.107,Ti,Zn,O
mp-635713,Ti1 Zn1 O3,5.54714,5.674907809,5.916983532,65.48953513,63.99551654,68.24211124,tri,P-1,-2.725401511,0.095791406,3.1234,Ti,Zn,O
mp-998154,Tl1 Ag1 Br3,5.408564108,5.408564108,5.406525598,89.88538659,89.88538659,89.90345912,mono,Cm,-0.813689626,0.055665226,0.0,Tl,Ag,Br
mp-998608,Tl1 Ag1 Br3,7.612962191,7.612962191,7.61296313,60.58479749,60.58479749,60.58480322,trig,R3c,-0.820534286,0.048820566,0.0,Tl,Ag,Br
mp-998610,Tl1 Ag1 Cl3,5.058045524,5.057487569,5.053683758,89.99291913,89.97740306,89.95692535,tet,P4mm,-1.011153875,0.015710949,0.0,Tl,Ag,Cl
mp-998748,Tl1 Ag1 Cl3,7.225175085,7.225175085,7.225175351,60.51969704,60.51969704,60.51969785,trig,R3c,-1.010424898,0.016439926,0.0,Tl,Ag,Cl
mp-1400626,Tl1 Ag1 F3,4.427712744,4.427712744,4.429410419,89.53279777,89.53279777,89.58829728,trig,R3m,-1.609718592,0.014893153,0.0,Tl,Ag,F
mp-998152,Tl1 Ag1 F3,4.426805242,4.428619645,4.429410081,89.89551542,89.16991728,89.58828776,mono,Cm,-1.608304462,0.016307283,0.0,Tl,Ag,F
mp-1187494,Tl1 B1 O3,3.53491,3.53491,3.53491,90.0,90.0,90.0,cubic,Pm-3m,-0.839161528,1.110085281,0.0,Tl,B,O
mp-28809,Tl1 B1 S3,12.170077,5.831758,7.067629715,66.32774426,90.0,90.0,mono,P2_1/c,-0.673308575,0.006876568,1.8034,Tl,B,S
mp-29959,Tl1 B1 Se3,6.207316083,7.171495639,7.161215721,109.1490773,103.5047887,113.4766758,mono,Cc,-0.297648989,0.0,0.9154,Tl,B,Se
mp-1179184,Tl1 Br1 O3,3.658288,7.079458695,4.2124749,87.66755087,115.7357258,95.37797282,mono,Cm,-0.160194491,0.489371731,0.0542,Tl,Br,O
mp-29798,Tl1 Br1 O3,4.45421976,4.454220478,4.454219804,86.79052411,86.79052889,86.79052197,trig,R3m,-0.642278475,0.007287747,3.5098,Tl,Br,O
mp-28219,Tl1 Cd1 Br3,4.16632915,9.4840848,15.49769506,90.0,90.0,90.0,ortho,Pnma,-1.193658168,0.002632557,2.7489,Tl,Cd,Br
mp-28218,Tl1 Cd1 Cl3,3.97942577,9.0244099,14.90375801,90.0,90.0,90.0,ortho,Pnma,-1.434300731,0.0,3.2976,Tl,Cd,Cl
mp-1412222,Tl1 Cd1 F3,4.418375516,4.418375516,4.419349275,89.95704768,89.95704768,90.03408074,trig,R3m,-2.222596722,0.009239023,4.1944,Tl,Cd,F
mp-998623,Tl1 Cd1 F3,4.418730675,4.419278366,4.430989125,89.95341942,90.11546588,90.09547893,mono,Cm,-2.225433084,0.006402661,4.2415,Tl,Cd,F
mp-998759,Tl1 Cd1 F3,6.16844095,8.7315402,12.59989595,90.0,90.0,90.0,ortho,Pbam,-2.231835745,0.0,3.9371,Tl,Cd,F
mp-27252,Tl1 Cd1 I3,4.497421,10.395807,16.637704,90.0,90.0,90.0,ortho,Pnma,-0.826551342,0.016685706,2.1776,Tl,Cd,I
mp-1207995,Tl1 Cd1 N3,4.47241,4.47241,4.47241,90.0,90.0,90.0,cubic,Pm-3m,1.891907674,1.891907674,0.0,Tl,Cd,N
